,Loại tin,Mã tin,Link,Diện tích,Mức giá,Hướng nhà,Số tầng,Số phòng ngủ,Số toilet,Pháp lý,Nội thất,Title,Address,Đường vào,Mặt tiền,Check,Hướng ban công,Ngày đăng,Ngày hết hạn,Category
130,Tin VIP Bạc,41486076,https://batdongsan.com.vn/ban-nha-mat-pho-duong-le-thi-hong-gam-phuong-nguyen-thai-binh/vi-tri-vip-ngay-cho-ben-thanh-mt-q1-8x18m-140m2-hdt-250tr-th-gia-chi-110-ty-pr41486076,140 m²,110 tỷ,,2 tầng,,,Sổ đỏ/ Sổ hồng,,"Vị trí vip ngay Chợ Bến Thành MT Lê Thị Hồng Gấm, Q1. 8x18m (140m2), HĐT 250tr/th, giá chỉ 110 tỷ","Đường Lê Thị Hồng Gấm, Phường Nguyễn Thái Bình, Quận 1, Hồ Chí Minh",,8 m,Chưa Xác Thực,,10/11/2024,20/11/2024,Nha Mat Pho
131,Tin VIP Bạc,41485863,https://batdongsan.com.vn/ban-nha-mat-pho-duong-nguyen-van-dau-phuong-11-7/ngop-bank-toa-tien-binh-thanh-doanh-thu-len-toi-700-trieu-nam-7-tang-thang-may-pr41485863,70 m²,"17,99 tỷ",,7 tầng,10 phòng,10 phòng,,Đầy đủ nội thất.,"Ngộp bank, tòa nhà mặt tiền Bình Thạnh - doanh thu lên tới 700 triệu/năm, 7 tầng, thang máy","Đường Nguyễn Văn Đậu, Phường 11, Bình Thạnh, Hồ Chí Minh",16 m,,Chưa Xác Thực,,10/11/2024,17/11/2024,Nha Mat Pho
132,Tin VIP Bạc,41485004,https://batdongsan.com.vn/ban-nha-mat-pho-duong-huynh-tan-phat-phuong-phu-my-9/-tien-quan-7-pr41485004,560 m²,70 tỷ,,2 tầng,3 phòng,3 phòng,Sổ đỏ/ Sổ hồng,,"Nhà mặt tiền đường Huỳnh Tấn Phát, Phú Mỹ, Quận 7","Đường Huỳnh Tấn Phát, Phường Phú Mỹ, Quận 7, Hồ Chí Minh",,12 m,Chưa Xác Thực,,10/11/2024,17/11/2024,Nha Mat Pho
133,Tin VIP Bạc,41484290,https://batdongsan.com.vn/ban-nha-mat-pho-duong-le-van-luong-phuong-tan-kieng/-tien-so-hong-rieng-full-n-oi-that-tt-quan-7-chi-30-ty-pr41484290,147 m²,30 tỷ,,5 tầng,6 phòng,6 phòng,Sổ đỏ/ Sổ hồng,Đầy đủ,Nhà mặt tiền đường sổ hồng riêng full nội thất TT Quận 7 chỉ 30 tỷ,"Đường Lê Văn Lương, Phường Tân Kiểng, Quận 7, Hồ Chí Minh",20 m,"5,8 m",Chưa Xác Thực,,10/11/2024,20/11/2024,Nha Mat Pho
134,Tin VIP Bạc,41484164,https://batdongsan.com.vn/ban-nha-mat-pho-duong-quoc-lo-1a-phuong-thanh-xuan/ban-2-tien-tien-o-va-kinh-doanh-da-nganh-dt-300m2-gia-re-9-ty-pr41484164,300 m²,9 tỷ,,1 tầng,6 phòng,4 phòng,,,"Bán nhà 2 mặt tiền Quốc Lộ 1A, tiện ở và kinh doanh đa ngành, DT 300m2, giá rẻ 9 tỷ","Đường Quốc lộ 1A, Phường Thạnh Xuân, Quận 12, Hồ Chí Minh",,,Chưa Xác Thực,,10/11/2024,17/11/2024,Nha Mat Pho
135,Tin VIP Bạc,41484076,https://batdongsan.com.vn/ban-nha-mat-pho-duong-3-2-2-phuong-14-5/ban-toa-mt-654a-3-2-p14-q10-dt-12m-x-20m-6-tang-hdt-215-tr-gia-85-ty-pr41484076,230 m²,85 tỷ,,6 tầng,6 phòng,8 phòng,Sổ đỏ/ Sổ hồng,,"Bán tòa nhà MT 654A 3/2, P14, Q10, DT: 12m x 20m, 6 tầng, HĐT 215 tr/th, giá 85 tỷ","654A, Đường 3/2, Phường 14, Quận 10, Hồ Chí Minh",30 m,12 m,Chưa Xác Thực,,10/11/2024,17/11/2024,Nha Mat Pho
136,Tin VIP Bạc,41484059,https://batdongsan.com.vn/ban-nha-mat-pho-duong-nguyen-trai-phuong-3-14/ban-tien-204a-p3-q5-ngang-7m-x-20m-4-tang-gia-45-ty-hdt-150tr-thang-pr41484059,140 m²,45 tỷ,,4 tầng,,,,,"Bán nhà mặt tiền 204A Nguyễn Trãi, P3, Q5, ngang 7m x 20m, nhà 4 tầng, giá 45 tỷ, HĐT 150tr/tháng","204A, Đường Nguyễn Trãi, Phường 3, Quận 5, Hồ Chí Minh",,7 m,Chưa Xác Thực,,10/11/2024,17/11/2024,Nha Mat Pho
137,Tin VIP Bạc,41483765,https://batdongsan.com.vn/ban-nha-mat-pho-duong-nguyen-son-phuong-phu-thanh/chinh-chu-can-ban-tien-ngang-8m-khuc-ngay-cho-gia-35-ty-pr41483765,150 m²,35 tỷ,,2 tầng,2 phòng,2 phòng,Sổ đỏ/ Sổ hồng,Cơ bản,Chính chủ cần bán nhà mặt tiền ngang 8m đường Nguyễn Sơn khúc ngay chợ giá 35 tỷ,"Đường Nguyễn Sơn, Phường Phú Thạnh, Tân Phú, Hồ Chí Minh",,8 m,Chưa Xác Thực,,10/11/2024,17/11/2024,Nha Mat Pho
138,Tin VIP Bạc,41483596,https://batdongsan.com.vn/ban-nha-mat-pho-duong-hong-lac-phuong-10-10/-tien-kinh-doanh-vip-gia-tot-pr41483596,46 m²,"7,2 tỷ",,3 tầng,3 phòng,3 phòng,Sổ đỏ/ Sổ hồng,Cơ bản,Mặt tiền kinh doanh vip - giá tốt,"Đường Hồng Lạc, Phường 10, Tân Bình, Hồ Chí Minh",15 m,4 m,Chưa Xác Thực,,10/11/2024,17/11/2024,Nha Mat Pho
139,Tin VIP Bạc,41408155,https://batdongsan.com.vn/ban-nha-mat-pho-duong-le-van-quoi-phuong-binh-tri-dong/mtkd-nhua-20m-co-ngay-nga-4-bon-xa-ngang-4x21-2-tang-nhinh-6-ty-pr41408155,84 m²,"6,5 tỷ",,2 tầng,2 phòng,2 phòng,Sổ đỏ/ Sổ hồng,Đầy đủ,"MTKD đường nhựa 20m có lề, đường Lê Văn Quới, ngay ngã 4 Bốn Xã, ngang 4x21, nhà 2 tầng, nhỉnh 6 tỷ","Đường Lê Văn Quới, Phường Bình Trị Đông, Bình Tân, Hồ Chí Minh",20 m,4 m,Chưa Xác Thực,,10/11/2024,17/11/2024,Nha Mat Pho
140,Tin VIP Bạc,41382989,https://batdongsan.com.vn/ban-nha-mat-pho-duong-le-van-sy-phuong-1-23/ban-toa-chdv-17-5-x-28m-cn-700m2-ham-7-tang-dang-cho-thue-1-6-ty-200-ty-tl-pr41382989,700 m²,200 tỷ,,7 tầng,,,Sổ đỏ/ Sổ hồng.,,"Bán tòa nhà CHDV Lê Văn Sỹ, 17.5 x 28m, CN: 700m2, hầm, 7 tầng, đang cho thuê: 1.6 tỷ, 200 tỷ TL","Đường Lê Văn Sỹ, Phường 1, Tân Bình, Hồ Chí Minh",,,Chưa Xác Thực,,09/11/2024,16/11/2024,Nha Mat Pho
141,Tin VIP Bạc,37315904,https://batdongsan.com.vn/ban-nha-mat-pho-duong-so-51-phuong-tan-quy/cuc-hiem-re-ban-tien-51-p-5-5m-x-20m-110m2-gia-90-trieu-m2-vip-pr37315904,90 m²,"13,5 tỷ",Bắc,1 tầng,5 phòng,2 phòng,Sổ đỏ/ Sổ hồng,Cơ bản,"Bán nhà đường Số 79 ,Tân Quy Quận 7. DT 90m2 . Giá 13 tỷ .4.5m x 20m, Nguyễn Thị Thập, LOTTER MART","Đường Số 79, Phường Tân Quy, Quận 7, Hồ Chí Minh",8 m,"4,5 m",Chưa Xác Thực,Bắc,09/11/2024,16/11/2024,Nha Mat Pho
142,Tin VIP Bạc,41480471,https://batdongsan.com.vn/ban-nha-mat-pho-duong-tinh-lo-8-xa-hoa-phu/ban-hang-tien-8-thuoc-huyen-cu-chi-hcm-dien-tich-45x75m-hau-60m-4565m2-pr41480471,4.565 m²,75 tỷ,Đông - Nam,,9 phòng,9 phòng,Sổ đỏ/ Sổ hồng,Cơ bản,Bán nhà hàng mặt tiền Tỉnh lộ 8 thuộc Xã Hòa Phú huyện Củ Chi HCM. Diện tích 45x75m hậu 60m=4565m2,"Đường Tỉnh lộ 8, Xã Hòa Phú, Củ Chi, Hồ Chí Minh",,45 m,Chưa Xác Thực,Đông - Nam,09/11/2024,16/11/2024,Nha Mat Pho
143,Tin thường,41402635,https://batdongsan.com.vn/ban-nha-mat-pho-duong-so-494-phuong-tang-nhon-phu-a-1/giam-2-7ty-4-13pn-mt-nhua-16m-ngay-le-van-viet-5x21-hoan-cong-thu-p-45tr-th-pr41402635,105 m²,"14,3 tỷ",Tây - Nam,4 tầng,13 phòng,13 phòng,Sổ đỏ/ Sổ hồng,Đầy đủ.,"Giảm 2,7tỷ nhà 4 tầng 13PN MT đường nhựa 16m ngay Lê Văn Việt - 5x21 - hoàn công - thu nhập 45tr/th","Đường Số 494, Phường Tăng Nhơn Phú A, Thủ Đức, Hồ Chí Minh",16 m,5 m,TIN XÁC THỰC,Tây - Nam,12/11/2024,22/11/2024,Nha Mat Pho
144,Tin thường,41295253,https://batdongsan.com.vn/ban-nha-mat-pho-duong-11-1-phuong-phuoc-binh/ban-tien-11-quan-9-cu-87m2-gia-8-3-ty-tl-pr41295253,87 m²,"8,3 tỷ",,2 tầng,2 phòng,2 phòng,Sổ đỏ/ Sổ hồng,,"Bán nhà mặt tiền đường 11, Phước Bình Quận 9 cũ 87m2 giá 8,3 tỷ TL","Đường 11, Phường Phước Bình, Thủ Đức, Hồ Chí Minh",16 m,4 m,TIN XÁC THỰC,,02/11/2024,18/11/2024,Nha Mat Pho
145,Tin thường,41086352,https://batdongsan.com.vn/ban-nha-mat-pho-phuong-tan-phong-9/ban-kdc-quy-dong-6x15m-4-g-san-thuong-dep-pr41086352,90 m²,"15,8 tỷ",,4 tầng,4 phòng,5 phòng,Sổ đỏ/ Sổ hồng,,Bán nhà KDC Tân Quy Đông (6x15m) 4 tầng + sân thượng nhà đẹp,"Phường Tân Phong, Quận 7, Hồ Chí Minh",10 m,6 m,TIN XÁC THỰC,,12/11/2024,22/11/2024,Nha Mat Pho
146,Tin thường,41097088,https://batdongsan.com.vn/ban-nha-mat-pho-phuong-tan-quy/ban-duong-so-so-hong-4x20m-tret-lung-3-lau-full-noi-that-dep-pr41097088,72 m²,"15,5 tỷ",,5 tầng,6 phòng,6 phòng,Sổ đỏ/ Sổ hồng,,Bán nhà đường số Tân Quy (sổ hồng 4x20m) trệt + lửng + 3 lầu full nội thất đẹp,"Phường Tân Quy, Quận 7, Hồ Chí Minh",14 m,4 m,TIN XÁC THỰC,,12/11/2024,22/11/2024,Nha Mat Pho
147,Tin thường,40992648,https://batdongsan.com.vn/ban-nha-mat-pho-duong-huynh-tan-phat-phuong-tan-phu-19/ban-quan-7-dt-4-6x20m-so-hong-gia-tot-pr40992648,92 m²,"15,8 tỷ",Đông,2 tầng,3 phòng,3 phòng,Sổ đỏ/ Sổ hồng.,,"Bán nhà Huỳnh Tấn Phát, Quận 7 (DT 4,6x20m) sổ hồng, giá tốt","Đường Huỳnh Tấn Phát, Phường Tân Phú, Quận 7, Hồ Chí Minh",30 m,"4,6 m",TIN XÁC THỰC,,12/11/2024,22/11/2024,Nha Mat Pho
148,Tin thường,40953277,https://batdongsan.com.vn/ban-nha-mat-pho-duong-672-phuong-phuoc-long-b/an-iet-thu-3-tang-12-2x19m-vi-tri-vip-tien-gan-xa-lo-ha-noi-p-q9-pr40953277,"229,9 m²","23,5 tỷ",Đông - Bắc,3 tầng,4 phòng,5 phòng,Sổ đỏ/ Sổ hồng,Đầy đủ.,"Bán biệt thự 3 tầng 12,2x19m, vị trí VIP. Mặt tiền gần đường Xa Lộ Hà Nội, P Phước Long B, Q9","Đường 672, Phường Phước Long B, Quận 9, Hồ Chí Minh",,"12,2 m",TIN XÁC THỰC,,12/11/2024,22/11/2024,Nha Mat Pho
149,Tin thường,41118404,https://batdongsan.com.vn/ban-nha-mat-pho-duong-so-42-phuong-binh-trung-dong/ban-toa-1-ham-6-lau-789m2-chi-38-ty-42-p-q2-ke-benh-vien-le-van-th-pr41118404,202 m²,38 tỷ,,7 tầng,21 phòng,21 phòng,Sổ đỏ/ Sổ hồng,Đầy đủ.,"Bán tòa nhà 1 hầm 6 lầu sàn 789m2 chỉ 38 tỷ. Đường Số 42, P Bình Trưng Đông, Q2. Kế BV Lê Văn Thịnh","Đường Số 42, Phường Bình Trưng Đông, Quận 2, Hồ Chí Minh",,"8,4 m",TIN XÁC THỰC,,12/11/2024,22/11/2024,Nha Mat Pho
150,Tin thường,41271065,https://batdongsan.com.vn/ban-nha-mat-pho-duong-so-4-phuong-an-phu/b-tien-4-khu-4-p-q2-dt-6m-x-9-25m-gia-11-ty-g-vincom-mega-mall-pr41271065,"54,4 m²",11 tỷ,Tây - Nam,1 tầng,2 phòng,1 phòng,Sổ đỏ/ Sổ hồng,Đầy đủ.,"Bán nhà mặt tiền đường Số 4, khu phố 4, P.An Phú, Q2. DT 6m x 9,25m giá 11 tỷ. Gần Vincom Mega Mall","39A, Đường Số 4, Phường An Phú, Quận 2, Hồ Chí Minh",,6 m,TIN XÁC THỰC,,12/11/2024,22/11/2024,Nha Mat Pho
151,Tin thường,41505583,https://batdongsan.com.vn/ban-nha-mat-pho-duong-42-3-phuong-binh-trung-dong/-mt-42-dien-tich-145m2-xd-4-tang-5pn-5wc-co-gara-xe-hoi-gia-14-5-ty-tl-chinh-chu-pr41505583,145 m²,"14,5 tỷ",,4 tầng,5 phòng,5 phòng,Sổ đỏ/ Sổ hồng,Đầy đủ,"Nhà MT Đường 42, diện tích 145m2 XD 4 tầng 5PN 5WC có gara xe hơi. Giá 14.5 tỷ TL chính chủ","Đường 42, Phường Bình Trưng Đông, Quận 2, Hồ Chí Minh",,,Chưa Xác Thực,,12/11/2024,22/11/2024,Nha Mat Pho
152,Tin VIP Bạc,41322185,https://batdongsan.com.vn/ban-nha-mat-pho-duong-so-3-phuong-tan-phong-9/ban-gia-9-95-ty-vnd-tai-quan-7-ho-chi-minh-pr41322185,60 m²,"9,95 tỷ",,3 tầng,4 phòng,3 phòng,Sổ đỏ/ Sổ hồng,Cơ bản,"Bán nhà mặt phố chợ Tân Mỹ, giá 9,95 tỷ VND tại Quận 7 Hồ Chí Minh","Đường Số 3, Phường Tân Phong, Quận 7, Hồ Chí Minh",6 m,4 m,Chưa Xác Thực,,09/11/2024,16/11/2024,Nha Mat Pho
153,Tin VIP Bạc,41497680,https://batdongsan.com.vn/ban-nha-rieng-duong-nguyen-thi-minh-khai-phuong-tan-lap-3/ban-mat-pho-gia-soc-chi-15-ty-87m2-4-tang-pr41497680?source=ad&adid=2647999,87 m²,15 tỷ,Tây,4 tầng,9 phòng,8 phòng,Sổ đỏ/ Sổ hồng,Cơ bản,"Bán nhà phố Nha Trang Đường Nguyễn Thị Minh Khai giá sốc chỉ 15 tỷ, 87m2, 4 tầng","Đường Nguyễn Thị Minh Khai, Phường Tân Lập, Nha Trang, Khánh Hòa",7 m,5 m,Chưa Xác Thực,Tây,12/11/2024,19/11/2024,Nha Mat Pho
154,Tin VIP Bạc,41256296,https://batdongsan.com.vn/ban-nha-mat-pho-pho-nguyen-thien-thuat-phuong-3-13/giam-2-ty-ban-gap-tien-p3-q-3-32m2-3x12m-kc-5-tang-5pn-hdt-60tr-th-pr41256296,32 m²,"12,6 tỷ",,5 tầng,5 phòng,4 phòng,Sổ đỏ/ Sổ hồng,Cơ bản,"Giảm 2 tỷ bán gấp - Mặt tiền Nguyễn Thiện Thuật - P3 - Q3 (3x12m)25,8m2. KC 5 tầng 5PN. HĐT 60tr/th","156, Phố Nguyễn Thiện Thuật, Phường 3, Quận 3, Hồ Chí Minh",25 m,3 m,TIN XÁC THỰC,,03/11/2024,18/11/2024,Nha Mat Pho
155,Tin VIP Bạc,41407323,https://batdongsan.com.vn/ban-nha-mat-pho-duong-huong-lo-2-phuong-binh-tri-dong/-tien-kinh-doanh-2-tan-dt-84m2-4-x-21-gia-re-nhat-thi-truong-6-5-pr41407323,84 m²,"6,29 tỷ",,1 tầng,2 phòng,1 phòng,Sổ đỏ/ Sổ hồng,,MẶT TIỀN KINH DOANH HƯƠNG LỘ 2 BÌNH TRỊ ĐÔNG BÌNH TÂNDT:84M2 (4 X 21)GIÁ 6.29 TỶ TL,"Đường Hương lộ 2, Phường Bình Trị Đông, Bình Tân, Hồ Chí Minh",15 m,4 m,Chưa Xác Thực,,09/11/2024,16/11/2024,Nha Mat Pho
156,Tin VIP Bạc,41479384,https://batdongsan.com.vn/ban-nha-mat-pho-duong-tran-hung-dao-phuong-1-15/hang-doc-ton-co-1-02-mt-p-1-q-5-dt-22x60m-cn-1-140m2-hdt-500-tr-gia-300-ty-pr41479384,1.140 m²,280 tỷ,,2 tầng,,,,,Hàng độc tôn có 1-02 - MT Trần Hưng Đạo P.1 Q.5 - DT 22x60m - CN 1.140m2-HĐT 500 triệu - giá 280 tỷ,"Đường Trần Hưng Đạo, Phường 1, Quận 5, Hồ Chí Minh",,22 m,Chưa Xác Thực,,09/11/2024,19/11/2024,Nha Mat Pho
157,Tin VIP Bạc,41479328,https://batdongsan.com.vn/ban-nha-mat-pho-duong-le-trong-tan-phuong-binh-hung-hoa/ban-tien-kinh-doanh-dt-107m2-5-x-21-x-3-g-gia-11-9-ty-tl-pr41479328,107 m²,"11,9 tỷ",,3 tầng,4 phòng,4 phòng,Sổ đỏ/ Sổ hồng,Cơ bản,"Bán nhà mặt tiền kinh doanh Lê Trọng Tấn Bình Tân- DT: 107m2, 5 x 21m - x 3 tầng giá : 11,9 tỷ tl","Đường Lê Trọng Tấn, Phường Bình Hưng Hòa, Bình Tân, Hồ Chí Minh",,5 m,Chưa Xác Thực,,09/11/2024,16/11/2024,Nha Mat Pho
158,Tin VIP Bạc,41451632,https://batdongsan.com.vn/ban-nha-mat-pho-duong-79-1-phuong-tan-quy/ban-cap-4-80m2-tien-79-p-quan-7-hcm-chinh-chu-pr41451632,80 m²,"15,5 tỷ",,,,,Sổ đỏ/ Sổ hồng,,"Bán nhà c4,80m2, mặt tiền đường 79, quận 7, HCM. Nhà chính chủ 0903 366 ***) (0903.366 ba sáu sáu)","Đường 79, Phường Tân Quy, Quận 7, Hồ Chí Minh",14 m,,Chưa Xác Thực,,09/11/2024,24/11/2024,Nha Mat Pho
159,Tin VIP Bạc,41479014,https://batdongsan.com.vn/ban-nha-mat-pho-duong-hoang-huu-nam-phuong-long-binh/khach-san-cao-cap-48-phong-co-thang-may-mt-ngay-benh-vien-ung-buou-cs2-351m2-10-5x40-pr41479014,351 m²,35 tỷ,Tây - Nam,5 tầng,48 phòng,48 phòng,Sổ hồng,Đầy đủ,Khách sạn cao cấp 48 phòng có thang máy MT đường ngay bệnh viện Ung Bướu CS2 - 351m2 (10.5x40),"Đường Hoàng Hữu Nam, Phường Long Bình, Thủ Đức, Hồ Chí Minh",16 m,"10,5 m",Chưa Xác Thực,Tây - Nam,09/11/2024,16/11/2024,Nha Mat Pho
160,Tin VIP Bạc,41478846,https://batdongsan.com.vn/ban-nha-mat-pho-duong-nguyen-gia-tri-phuong-25/goc-2-tien-d2-binh-thanh-20x10m-4-tang-hdt-220-eu-th-60-ty-pr41478846,200 m²,60 tỷ,,4 tầng,,,Sổ đỏ/ Sổ hồng,,"Góc 2 mặt tiền Nguyễn Gia Trí (D2), Bình Thạnh - 20x10m - 4 tầng - HĐT: 220 Triệu/th - giá: 60 tỷ","Đường Nguyễn Gia Trí, Phường 25, Bình Thạnh, Hồ Chí Minh",25 m,20 m,Chưa Xác Thực,,09/11/2024,16/11/2024,Nha Mat Pho
161,Tin VIP Bạc,41478635,https://batdongsan.com.vn/ban-nha-mat-pho-duong-phan-van-tri-phuong-5-15/ban-gap-toa-36p-chdv-ngay-9x23m-6-tang-tn-190-eu-th-gia-28-ty-tl-pr41478635,184 m²,28 tỷ,,6 tầng,,,Sổ đỏ/ Sổ hồng.,,Bán gấp tòa nhà 36P CHDV ngay Phan Văn Trị - ( ~9x23m ) - 6 tầng - TN: 190 triệu/th - giá 28 tỷ TL,"Đường Phan Văn Trị, Phường 5, Gò Vấp, Hồ Chí Minh",20 m,"8,5 m",Chưa Xác Thực,,09/11/2024,16/11/2024,Nha Mat Pho
162,Tin VIP Bạc,41478593,https://batdongsan.com.vn/ban-nha-mat-pho-pho-hai-ba-trung-phuong-6-7/n-toa-van-phong-goc-2-tien-ham-7-tang-hdt-450-trieu-thang-gia-120-ty-pr41478593,"209,2 m²",120 tỷ,,6 tầng,,,Sổ đỏ/ Sổ hồng,Đầy đủ,"Bán tòa nhà văn phòng - góc 2 mặt tiền Hai Bà Trưng - hầm 7 tầng, HĐT: 450 triệu/tháng - giá 120 tỷ","195A, Phố Hai Bà Trưng, Phường 6, Quận 3, Hồ Chí Minh",25 m,17 m,Chưa Xác Thực,,09/11/2024,16/11/2024,Nha Mat Pho
163,Tin VIP Bạc,41474252,https://batdongsan.com.vn/ban-nha-mat-pho-duong-le-thi-rieng-phuong-ben-thanh/cuc-pham-tien-quan-1-vi-tri-doc-ton-gia-tri-tang-tung-ngay-pr41474252,52 m²,"27,5 tỷ",,,,,Sổ đỏ/ Sổ hồng,,"Cực phẩm mặt tiền Lê Thị Riêng, Quận 1 - vị trí độc tôn, giá trị tăng từng ngày","Đường Lê Thị Riêng, Phường Bến Thành, Quận 1, Hồ Chí Minh",,,Chưa Xác Thực,,09/11/2024,16/11/2024,Nha Mat Pho
164,Tin VIP Bạc,41478121,https://batdongsan.com.vn/ban-nha-mat-pho-duong-hoang-hoa-tham-phuong-13-10/-goc-2-tien-khu-gan-ga-t3-21ty-ngan-hang-cho-vay-18ty-pr41478121,116 m²,21 tỷ,,3 tầng,8 phòng,6 phòng,Sổ đỏ/ Sổ hồng,,"Bán gấp nhà góc 2 mặt tiền khu Hoàng Hoa Thám gần nhà ga T3, 21tỷ ngân hàng cho vay 18tỷ","Đường Hoàng Hoa Thám, Phường 13, Tân Bình, Hồ Chí Minh",12 m,5 m,Chưa Xác Thực,,09/11/2024,16/11/2024,Nha Mat Pho
165,Tin VIP Bạc,39512055,https://batdongsan.com.vn/ban-nha-mat-pho-duong-so-1-cu-xa-do-thanh-phuong-vo-thi-sau/ban-dat-quan-3-gia-re-moi-t-t4-2024-mr-hien-pr39512055,138 m²,42 tỷ,,6 tầng,,,Sổ đỏ/ Sổ hồng,,"Hot bán nhà Q3 giá rẻ, sản phẩm tổng hợp mới nhất T10/2024 - giá chỉ 42 tỷ","Đường Số 1 Cư xá Đô Thành, Phường Võ Thị Sáu, Quận 3, Hồ Chí Minh",,6 m,Chưa Xác Thực,,09/11/2024,16/11/2024,Nha Mat Pho
166,Tin VIP Bạc,41476419,https://batdongsan.com.vn/ban-nha-mat-pho-duong-nguyen-anh-thu-xa-trung-chanh/-tien-vi-tri-vip-khu-vuc-xung-nhat-hoc-mon-q12-gia-chu-xuat-c-can-ban-pr41476419,611 m²,54 tỷ,Đông - Nam,,,,Sổ đỏ/ Sổ hồng,Đầy đủ,"Mặt tiền đường Nguyễn Ảnh Thủ vị trí vip, khu vực xung nhất Hóc Môn, Q12. Gia chủ xuất cảnh cần bán","Đường Nguyễn Ảnh Thủ, Xã Trung Chánh, Hóc Môn, Hồ Chí Minh",15 m,24 m,Chưa Xác Thực,,09/11/2024,16/11/2024,Nha Mat Pho
167,Tin VIP Bạc,41476407,https://batdongsan.com.vn/ban-nha-mat-pho-duong-phan-van-han-phuong-17-1/ban-gap-2mt-lon-p17-b-th-dt-124-5m2-6-2x24-4-tang-giap-q1-chi-28-5-ty-pr41476407,"124,5 m²","28,5 tỷ",,4 tầng,,,Sổ đỏ/ Sổ hồng,,"Bán gấp nhà 2MT lớn Phan Văn Hân, P17, B. Thạnh, DT 124.5m2 (6.2x24m) 4 tầng, giáp Q1, chỉ 28.5 tỷ","Đường Phan Văn Hân, Phường 17, Bình Thạnh, Hồ Chí Minh",10 m,"6,2 m",TIN XÁC THỰC,,09/11/2024,16/11/2024,Nha Mat Pho
168,Tin VIP Bạc,41476031,https://batdongsan.com.vn/ban-nha-mat-pho-duong-hoang-quoc-viet-phuong-phu-thuan-3/ban-2-tien-3-tang-ngang-5m-doi-dien-cong-vien-kdc-van-phat-hung-q7-gia-11xxx-ty-pr41476031,62 m²,"11,96 tỷ",Tây,3 tầng,3 phòng,4 phòng,Sổ đỏ/ Sổ hồng,Đầy đủ,Bán nhà 2 mặt tiền 3 tầng ngang 5m đối diện công viên KDC Vạn Phát Hưng Q7 giá 11.xx tỷ,"Đường Hoàng Quốc Việt, Phường Phú Thuận, Quận 7, Hồ Chí Minh",12 m,5 m,Chưa Xác Thực,Tây,09/11/2024,19/11/2024,Nha Mat Pho
169,Tin VIP Bạc,41475815,https://batdongsan.com.vn/ban-nha-mat-pho-duong-11-1-phuong-tan-kieng/ban-moi-ngay-khu-trung-tam-sieu-thi-lotte-mart-pr41475815,80 m²,"18,8 tỷ",Bắc,4 tầng,6 phòng,7 phòng,Sổ đỏ/ Sổ hồng,Đầy đủ,Bán nhà mới ngay khu trung tâm siêu thị Lotte Mart,"Đường 11, Phường Tân Kiểng, Quận 7, Hồ Chí Minh",14 m,4 m,Chưa Xác Thực,Bắc,09/11/2024,16/11/2024,Nha Mat Pho
170,Tin VIP Bạc,41260623,https://batdongsan.com.vn/ban-nha-mat-pho-duong-quoc-huong-phuong-thao-dien/duy-nhat-tai-san-xd-cao-tang-hiem-co-kv-mt-119-11x36-gia-truc-tiep-chinh-chu-pr41260623,370 m²,79 tỷ,,1 tầng,,,Sổ đỏ/ Sổ hồng,,"Duy nhất tài sản XD cao tầng hiếm có KV Thảo Điền, MT 119 Quốc Hương 11x36, giá trực tiếp chính chủ","119, Đường Quốc Hương, Phường Thảo Điền, Quận 2, Hồ Chí Minh",,11 m,Chưa Xác Thực,,09/11/2024,16/11/2024,Nha Mat Pho
171,Tin VIP Bạc,39415856,https://batdongsan.com.vn/ban-nha-mat-pho-duong-cao-lo-phuong-14-4/-n-ky-gui-ban-va-dat-nen-khu-dong-dieu-q8-pr39415856,64 m²,10 tỷ,Tây - Bắc,4 tầng,4 phòng,4 phòng,Sổ hồng,Đầy đủ,"Bán nhà đất khu Đồng Diều - Cao Lỗ khu Đồng Diều Cao Lỗ P4, Q8, TP. HCM. LH 0903 965 ***","783A, Đường Cao Lỗ, Phường 14, Quận 8, Hồ Chí Minh",16 m,4 m,Chưa Xác Thực,Tây - Bắc,09/11/2024,16/11/2024,Nha Mat Pho
172,Tin VIP Bạc,40613962,https://batdongsan.com.vn/ban-nha-mat-pho-duong-47-2-phuong-4/ban-tien-so-o-quan-4-pr40613962,"45,7 m²","12,6 tỷ",Đông - Bắc,4 tầng,4 phòng,6 phòng,,Full nội thất cao cấp.,Bán nhà mặt tiền đường số ở Quận 4,"Đường 47, Phường 4, Quận 4, Hồ Chí Minh",6 m,"3,75 m",Chưa Xác Thực,,09/11/2024,24/11/2024,Nha Mat Pho
173,Tin thường,41402635,https://batdongsan.com.vn/ban-nha-mat-pho-duong-so-494-phuong-tang-nhon-phu-a-1/giam-2-7ty-4-13pn-mt-nhua-16m-ngay-le-van-viet-5x21-hoan-cong-thu-p-45tr-th-pr41402635,105 m²,"14,3 tỷ",Tây - Nam,4 tầng,13 phòng,13 phòng,Sổ đỏ/ Sổ hồng,Đầy đủ.,"Giảm 2,7tỷ nhà 4 tầng 13PN MT đường nhựa 16m ngay Lê Văn Việt - 5x21 - hoàn công - thu nhập 45tr/th","Đường Số 494, Phường Tăng Nhơn Phú A, Thủ Đức, Hồ Chí Minh",16 m,5 m,TIN XÁC THỰC,Tây - Nam,12/11/2024,22/11/2024,Nha Mat Pho
